order_id,product_type,region,sales_rep,units_sold,unit_price,sale_date
2053,Cast Resin,East,Noah,2,14598,2024-06-01
2054,Dry-Type,West,Lisa,7,11809,2024-01-25
2055,Oil-Insulated,North,Ava,22,14748,2024-02-25
2056,Dry-Type,South,John,14,12845,2024-06-29
2057,Padmount,South,Carlos,15,14434,2024-04-22
2058,Three-Phase,North,Ava,25,14117,2024-06-01
2059,Cast Resin,West,Noah,13,12441,2024-03-09
2060,Dry-Type,East,Ava,3,7806,2024-01-08
2061,Switchgear,South,Noah,24,10329,2024-01-31
2062,Padmount,West,Mary,15,7328,2024-05-05
2063,Switchgear,East,Noah,15,8467,2024-01-28
2064,Substation,West,Lisa,24,8415,2024-04-22
2065,Switchgear,East,John,14,11720,2024-02-20
2066,Cast Resin,West,Ava,2,14424,2024-06-08
2067,Three-Phase,West,Lisa,3,8030,2024-01-13
2068,Dry-Type,East,John,24,10690,2024-06-15
2069,Padmount,North,John,11,10472,2024-02-10
2070,Cast Resin,South,Lisa,1,9147,2024-05-09
2071,Three-Phase,North,John,9,9853,2024-02-15
2072,Cast Resin,West,Ava,17,9787,2024-06-16
2073,Substation,North,Ava,23,14685,2024-03-08
2074,Cast Resin,North,Noah,14,11145,2024-03-28
2075,Switchgear,West,Lisa,21,11567,2024-03-04
2076,Substation,West,Carlos,23,8383,2024-03-16
2077,Padmount,West,John,23,12862,2024-03-14
2078,Substation,North,Ava,22,8955,2024-06-06
2079,Substation,East,Mary,4,8442,2024-05-26
2080,Padmount,East,Carlos,4,10685,2024-06-19
2081,Three-Phase,East,Lisa,20,10170,2024-02-14
2082,Padmount,East,John,22,11004,2024-03-15
2083,Three-Phase,West,Ava,19,7063,2024-01-08
2084,Padmount,South,Lisa,9,9911,2024-05-19
2085,Dry-Type,West,Lisa,15,13647,2024-03-01
2086,Oil-Insulated,East,Lisa,24,7020,2024-01-04
2087,Switchgear,South,Carlos,15,10168,2024-06-14
2088,Substation,South,Carlos,25,13270,2024-05-04
2089,Padmount,North,Carlos,20,8674,2024-03-22
2090,Oil-Insulated,East,Noah,25,9721,2024-05-01
2091,Oil-Insulated,North,Ava,5,14553,2024-03-07
2092,Cast Resin,South,Lisa,7,7459,2024-05-10
2093,Dry-Type,East,Ava,24,14276,2024-02-15
2094,Dry-Type,West,Noah,18,9955,2024-03-09
2095,Switchgear,South,John,1,11242,2024-02-06
2096,Cast Resin,East,John,13,12792,2024-05-29
2097,Padmount,North,Ava,4,8430,2024-05-27
2098,Substation,North,Mary,2,11339,2024-04-29
2099,Substation,West,Lisa,24,7453,2024-01-15
2100,Padmount,West,Ava,7,13191,2024-03-27
2101,Dry-Type,North,Noah,20,8173,2024-01-05
2102,Padmount,North,John,24,9864,2024-06-02
2103,Padmount,West,Mary,1,10719,2024-06-22
2104,Cast Resin,North,Mary,12,14970,2024-05-17
2105,Cast Resin,South,Ava,5,9631,2024-03-31
2106,Padmount,East,Carlos,19,13536,2024-06-05
2107,Dry-Type,North,Carlos,25,12462,2024-01-22
2108,Substation,North,Lisa,25,9063,2024-06-02
2109,Cast Resin,South,Carlos,7,13203,2024-01-19
2110,Oil-Insulated,North,John,7,9600,2024-01-14
2111,Oil-Insulated,West,Lisa,9,13469,2024-05-20
2112,Dry-Type,East,Mary,17,8760,2024-04-22
2113,Cast Resin,North,John,5,14903,2024-05-28
2114,Oil-Insulated,West,Mary,14,10705,2024-02-24
2115,Switchgear,East,Carlos,10,9390,2024-01-04
2116,Substation,South,Carlos,2,7840,2024-03-03
2117,Switchgear,North,Lisa,18,8494,2024-03-30
2118,Dry-Type,North,Carlos,6,11877,2024-06-08
2119,Cast Resin,West,Noah,14,13464,2024-02-19
2120,Oil-Insulated,East,Noah,25,14098,2024-05-27
2121,Three-Phase,East,John,15,14290,2024-01-06
2122,Oil-Insulated,East,John,7,13840,2024-06-27
2123,Three-Phase,South,Noah,1,13790,2024-05-02
2124,Three-Phase,East,Carlos,9,14336,2024-05-29
2125,Substation,West,Carlos,19,10146,2024-01-30
2126,Cast Resin,North,Carlos,13,14299,2024-03-05
2127,Dry-Type,West,Mary,22,14717,2024-03-20
2128,Three-Phase,East,John,7,14697,2024-01-23
2129,Dry-Type,East,Mary,15,7162,2024-05-06
2130,Substation,North,Ava,5,11321,2024-04-26
2131,Switchgear,North,Carlos,25,14612,2024-06-06
2132,Switchgear,South,Carlos,23,10665,2024-02-09
2133,Oil-Insulated,South,Noah,7,12208,2024-05-12
2134,Oil-Insulated,South,John,24,9780,2024-04-21
2135,Padmount,East,Ava,2,12243,2024-04-22
2136,Oil-Insulated,North,Lisa,5,13677,2024-06-20
2137,Cast Resin,North,Mary,20,11570,2024-04-09
2138,Substation,North,Noah,15,11002,2024-02-09
2139,Switchgear,North,Carlos,21,9827,2024-03-16
2140,Switchgear,South,Noah,14,7582,2024-06-23
2141,Substation,North,Noah,1,10513,2024-04-30
2142,Dry-Type,North,John,9,13417,2024-03-01
2143,Cast Resin,West,Noah,10,13224,2024-03-15
2144,Switchgear,East,Ava,10,12075,2024-03-29
2145,Cast Resin,West,Noah,3,14628,2024-03-06
2146,Padmount,West,Noah,24,13928,2024-05-09
2147,Substation,North,Lisa,15,7582,2024-06-24
2148,Switchgear,West,Noah,19,11750,2024-04-06
2149,Switchgear,West,Ava,20,8706,2024-04-22
2150,Dry-Type,West,Ava,4,13700,2024-03-17
2151,Substation,North,Noah,6,7772,2024-05-08
2152,Switchgear,West,Ava,22,9995,2024-06-11
2153,Dry-Type,North,Lisa,12,8179,2024-03-23
2154,Substation,South,Ava,23,13638,2024-05-07
2155,Padmount,West,Lisa,12,8935,2024-06-01
2156,Switchgear,East,Lisa,16,9115,2024-05-26
2157,Cast Resin,West,John,17,8330,2024-01-07
2158,Switchgear,East,Lisa,16,14248,2024-02-15
2159,Three-Phase,South,John,2,7744,2024-01-07
2160,Padmount,West,Carlos,9,14920,2024-05-26
2161,Three-Phase,South,Carlos,25,12610,2024-03-28
2162,Padmount,West,Lisa,25,11057,2024-03-10
2163,Cast Resin,South,Noah,6,12126,2024-05-14
2164,Oil-Insulated,South,John,16,9664,2024-05-13
2165,Three-Phase,South,Noah,6,10904,2024-04-01
2166,Oil-Insulated,South,Mary,23,14144,2024-01-23
2167,Cast Resin,North,John,16,8531,2024-05-25
2168,Switchgear,South,Carlos,23,7795,2024-02-28
2169,Oil-Insulated,East,Ava,21,13974,2024-05-01
2170,Dry-Type,North,Mary,10,11629,2024-03-31
2171,Dry-Type,East,Noah,5,8532,2024-06-13
2172,Three-Phase,South,Noah,9,14752,2024-02-15
2173,Substation,North,Mary,2,8981,2024-01-14
2174,Switchgear,East,John,1,14387,2024-02-27
2175,Three-Phase,South,Noah,12,14366,2024-04-23
2176,Three-Phase,North,John,19,13454,2024-06-10
2177,Padmount,South,John,19,7994,2024-01-12
2178,Oil-Insulated,East,Lisa,1,14587,2024-04-18
2179,Dry-Type,North,Mary,16,9096,2024-06-18
2180,Three-Phase,East,John,11,13749,2024-02-25
2181,Padmount,South,Ava,9,12104,2024-01-25
2182,Dry-Type,West,Lisa,15,7446,2024-02-19
2183,Three-Phase,West,Carlos,23,7724,2024-03-07
2184,Three-Phase,West,Lisa,5,7716,2024-01-19
2185,Dry-Type,North,John,4,13160,2024-06-14
2186,Oil-Insulated,West,John,10,8858,2024-04-12
2187,Substation,West,John,7,14309,2024-02-26
2188,Padmount,South,John,24,10529,2024-05-21
2189,Substation,South,Mary,23,11601,2024-03-13
2190,Cast Resin,West,Carlos,24,12953,2024-03-17
2191,Substation,West,Lisa,6,13926,2024-04-10
2192,Three-Phase,South,Ava,7,14145,2024-03-01
2193,Padmount,East,Noah,23,9553,2024-03-10
2194,Padmount,East,Mary,21,11155,2024-06-14
2195,Padmount,South,Lisa,9,12305,2024-06-01
2196,Three-Phase,West,Noah,20,7377,2024-02-14
2197,Dry-Type,South,John,3,7195,2024-03-24
2198,Oil-Insulated,West,Carlos,23,9039,2024-04-12
2199,Three-Phase,South,John,2,14872,2024-05-04
2200,Cast Resin,South,Ava,23,10826,2024-02-14
2201,Oil-Insulated,East,John,6,14120,2024-01-31
2202,Padmount,West,Mary,22,7389,2024-04-19
2203,Substation,North,Lisa,15,13688,2024-02-21
2204,Three-Phase,North,John,24,11265,2024-01-04
2205,Cast Resin,South,Carlos,22,9694,2024-01-17
2206,Dry-Type,West,Lisa,3,7307,2024-01-13
2207,Cast Resin,South,Mary,23,7565,2024-05-15
2208,Dry-Type,East,Noah,7,11412,2024-03-10
2209,Switchgear,South,Lisa,13,8839,2024-01-21
2210,Three-Phase,East,Mary,15,13643,2024-06-13
2211,Cast Resin,North,Noah,15,14280,2024-01-18
2212,Three-Phase,West,John,7,8821,2024-06-04
2213,Oil-Insulated,South,Mary,9,9989,2024-01-07
2214,Padmount,South,Noah,21,8912,2024-01-04
2215,Dry-Type,South,Ava,12,10370,2024-04-18
2216,Oil-Insulated,West,Ava,12,14214,2024-03-17
2217,Switchgear,East,Noah,1,9839,2024-03-05
2218,Dry-Type,South,Mary,24,7123,2024-03-29
2219,Oil-Insulated,South,Noah,19,8153,2024-01-28
2220,Switchgear,South,Mary,24,11066,2024-01-14
2221,Padmount,West,Noah,20,8844,2024-04-17
2222,Switchgear,West,Ava,14,11943,2024-05-21
2223,Switchgear,East,Lisa,1,14365,2024-01-22
2224,Oil-Insulated,North,Noah,25,14853,2024-01-07
2225,Substation,West,Ava,17,10302,2024-01-19
2226,Substation,East,Noah,24,13983,2024-06-02
2227,Oil-Insulated,South,John,12,13078,2024-02-02
2228,Cast Resin,East,Noah,1,10898,2024-04-09
2229,Oil-Insulated,East,Lisa,8,14540,2024-03-18
2230,Cast Resin,West,Lisa,8,14317,2024-04-09
2231,Substation,East,Ava,23,12648,2024-05-11
2232,Switchgear,East,Mary,7,9178,2024-01-21
2233,Padmount,South,Lisa,10,8297,2024-03-23
2234,Switchgear,East,Carlos,15,8669,2024-05-26
2235,Dry-Type,West,John,21,12459,2024-04-05
2236,Cast Resin,South,Carlos,18,9455,2024-02-29
2237,Oil-Insulated,West,Noah,14,14880,2024-04-05
2238,Padmount,East,Noah,2,8447,2024-01-21
2239,Oil-Insulated,North,Ava,10,14405,2024-04-22
2240,Padmount,North,Mary,10,13422,2024-02-10
2241,Cast Resin,West,Noah,3,9850,2024-05-27
2242,Padmount,North,John,10,14303,2024-06-12
2243,Switchgear,East,Carlos,9,7949,2024-01-28
2244,Substation,South,John,11,12650,2024-06-07
2245,Padmount,West,Noah,12,7141,2024-04-11
2246,Padmount,South,Noah,16,8537,2024-05-09
2247,Switchgear,West,Carlos,21,9723,2024-03-03
2248,Cast Resin,North,Noah,3,8343,2024-03-27
2249,Padmount,North,Carlos,3,9540,2024-04-21
2250,Substation,East,Mary,25,8173,2024-06-07
2251,Three-Phase,South,Ava,23,11200,2024-05-20
2252,Dry-Type,North,Mary,21,14192,2024-03-31
2253,Switchgear,West,Noah,6,13417,2024-02-11
2254,Three-Phase,East,Lisa,4,8284,2024-03-14
2255,Substation,West,John,3,12013,2024-06-17
2256,Cast Resin,West,Noah,15,7825,2024-06-27
2257,Padmount,East,Noah,24,14913,2024-03-19
2258,Three-Phase,East,Lisa,17,10247,2024-01-02
2259,Switchgear,South,John,11,8376,2024-04-03
2260,Dry-Type,East,Noah,6,7005,2024-03-28
2261,Substation,North,Ava,13,10105,2024-04-15
2262,Substation,South,Carlos,20,12596,2024-04-14
2263,Padmount,East,Lisa,4,12849,2024-05-05
2264,Dry-Type,East,Carlos,13,9195,2024-01-25
2265,Oil-Insulated,East,Ava,10,13278,2024-06-26
2266,Dry-Type,East,John,18,10663,2024-02-12
2267,Dry-Type,East,Carlos,18,7753,2024-05-25
2268,Substation,West,Ava,12,11634,2024-06-09
2269,Switchgear,South,Carlos,11,12508,2024-02-23
2270,Padmount,North,Lisa,19,7176,2024-02-08
2271,Three-Phase,North,Carlos,3,9610,2024-03-03
2272,Dry-Type,West,Noah,4,14822,2024-03-26
2273,Three-Phase,South,Mary,3,11787,2024-03-24
2274,Substation,East,Noah,14,11315,2024-04-17
2275,Padmount,East,Carlos,7,9161,2024-03-07
2276,Switchgear,North,Lisa,19,10422,2024-01-28
2277,Switchgear,North,Carlos,13,13919,2024-03-02
2278,Oil-Insulated,North,Mary,16,13569,2024-02-09
2279,Substation,East,Mary,6,8315,2024-06-13
2280,Oil-Insulated,West,Lisa,20,14866,2024-01-09
2281,Oil-Insulated,North,Carlos,2,10881,2024-06-20
2282,Three-Phase,West,Ava,11,13912,2024-04-21
2283,Dry-Type,West,Carlos,19,8687,2024-05-23
2284,Dry-Type,West,Carlos,6,10945,2024-01-29
2285,Switchgear,North,Noah,18,11585,2024-06-15
2286,Dry-Type,West,Mary,23,14276,2024-05-09
2287,Cast Resin,North,Carlos,15,13281,2024-06-26
2288,Oil-Insulated,North,Ava,2,9865,2024-02-24
2289,Substation,West,Ava,18,7260,2024-04-14
2290,Oil-Insulated,South,Noah,11,8630,2024-02-07
2291,Three-Phase,East,Ava,16,7589,2024-06-17
2292,Switchgear,North,Ava,25,11045,2024-01-27
2293,Dry-Type,West,Mary,25,10606,2024-03-28
2294,Switchgear,North,John,11,12873,2024-03-13
2295,Oil-Insulated,West,Lisa,2,7277,2024-01-23
2296,Three-Phase,South,Noah,2,11466,2024-04-18
2297,Three-Phase,North,Ava,9,12582,2024-04-18
2298,Padmount,East,Noah,12,10838,2024-04-28
2299,Switchgear,West,Noah,25,12982,2024-05-12
2300,Cast Resin,West,Noah,5,14613,2024-04-01
2301,Padmount,South,Lisa,5,9335,2024-06-20
2302,Switchgear,South,Mary,8,9835,2024-04-17
2303,Dry-Type,West,Mary,16,14623,2024-03-24
2304,Padmount,North,Ava,25,13209,2024-01-08
2305,Oil-Insulated,North,Carlos,17,12851,2024-02-01
2306,Cast Resin,South,John,12,10095,2024-05-06
2307,Cast Resin,East,Carlos,8,13824,2024-02-02
2308,Oil-Insulated,South,Mary,16,13147,2024-05-30
2309,Substation,West,Lisa,12,14234,2024-06-20
2310,Three-Phase,East,Ava,23,14263,2024-04-09
2311,Oil-Insulated,South,Noah,6,9492,2024-02-20
2312,Three-Phase,South,John,18,8697,2024-06-18
2313,Substation,East,Noah,20,11570,2024-06-06
2314,Switchgear,South,Noah,9,9104,2024-05-10
2315,Three-Phase,North,Noah,17,8493,2024-03-18
2316,Dry-Type,East,John,17,13154,2024-03-20
2317,Dry-Type,East,Mary,5,9659,2024-05-26
2318,Switchgear,West,John,17,10113,2024-04-29
2319,Dry-Type,East,Lisa,23,10357,2024-06-29
2320,Cast Resin,North,Ava,6,12700,2024-04-15
2321,Switchgear,East,John,13,7636,2024-03-02
2322,Cast Resin,South,John,20,9438,2024-06-02
2323,Three-Phase,West,Noah,21,13215,2024-01-18
2324,Three-Phase,South,Noah,23,13067,2024-03-25
2325,Dry-Type,East,John,17,7545,2024-04-26
2326,Cast Resin,North,Lisa,18,11974,2024-06-18
2327,Substation,North,Carlos,23,8589,2024-01-31
2328,Padmount,South,Lisa,1,11450,2024-06-29
2329,Three-Phase,East,Carlos,9,10665,2024-04-14
2330,Cast Resin,East,Noah,11,14668,2024-01-07
2331,Oil-Insulated,West,Mary,19,9876,2024-01-06
2332,Oil-Insulated,West,Lisa,6,13090,2024-05-21
2333,Dry-Type,South,Mary,8,11487,2024-01-13
2334,Substation,South,John,4,11001,2024-03-31
2335,Dry-Type,West,Carlos,3,14410,2024-05-11
2336,Substation,South,Carlos,22,11493,2024-03-04
2337,Substation,North,Carlos,25,9081,2024-05-07
2338,Dry-Type,South,Noah,23,8179,2024-05-17
2339,Three-Phase,North,Carlos,9,10630,2024-05-07
2340,Substation,South,Noah,1,9878,2024-02-08
2341,Cast Resin,South,Noah,23,13973,2024-01-19
2342,Switchgear,East,Noah,2,8808,2024-04-04
2343,Switchgear,West,Noah,20,9338,2024-05-06
2344,Padmount,North,Lisa,8,11634,2024-03-03
2345,Substation,North,Carlos,8,10145,2024-01-09
2346,Switchgear,West,Carlos,3,10382,2024-01-06
2347,Oil-Insulated,West,Noah,23,11140,2024-02-12
2348,Oil-Insulated,East,Mary,17,7944,2024-06-03
2349,Padmount,North,John,25,14483,2024-01-27
2350,Switchgear,North,Ava,13,9336,2024-03-10
2351,Padmount,South,Lisa,7,12715,2024-04-14
2352,Three-Phase,North,Noah,2,9706,2024-05-30
2353,Oil-Insulated,East,Carlos,3,13338,2024-05-20
2354,Cast Resin,East,Mary,4,11914,2024-05-27
2355,Switchgear,East,Ava,19,10693,2024-06-17
2356,Dry-Type,West,Ava,10,8684,2024-05-13
2357,Switchgear,West,Ava,19,7518,2024-04-13
2358,Padmount,East,John,19,13833,2024-02-16
2359,Substation,West,Ava,20,10499,2024-06-22
2360,Padmount,North,Mary,20,11806,2024-05-14
2361,Switchgear,North,Carlos,19,10524,2024-05-02
2362,Padmount,North,Carlos,9,13000,2024-05-25
2363,Oil-Insulated,East,Carlos,3,12218,2024-06-03
2364,Dry-Type,West,Lisa,23,13245,2024-05-23
2365,Cast Resin,North,Mary,24,14774,2024-03-12
2366,Three-Phase,East,Mary,9,7694,2024-04-04
2367,Switchgear,South,Ava,19,9639,2024-04-19
2368,Dry-Type,West,Mary,16,9855,2024-04-28
2369,Substation,West,Lisa,19,13772,2024-03-02
2370,Padmount,East,Lisa,14,10090,2024-02-20
2371,Substation,South,Noah,19,8333,2024-06-16
2372,Substation,North,Carlos,15,9683,2024-01-29
2373,Dry-Type,West,John,14,9743,2024-04-28
2374,Substation,East,Mary,19,8955,2024-04-10
2375,Substation,West,Mary,8,12527,2024-03-14
2376,Dry-Type,South,Mary,6,11466,2024-01-14
2377,Padmount,South,Lisa,12,13419,2024-03-09
2378,Switchgear,North,Mary,8,9655,2024-06-08
2379,Switchgear,West,Carlos,24,8325,2024-05-07
2380,Three-Phase,North,Mary,13,8099,2024-06-10
2381,Switchgear,West,John,8,11313,2024-05-04
2382,Substation,East,Carlos,10,11568,2024-04-24
2383,Cast Resin,West,Lisa,4,12868,2024-01-01
2384,Cast Resin,North,Noah,2,7829,2024-05-09
2385,Dry-Type,West,Ava,23,10586,2024-05-30
2386,Three-Phase,North,Noah,22,11971,2024-05-11
2387,Three-Phase,West,Mary,1,10690,2024-03-01
2388,Cast Resin,West,John,4,11733,2024-01-25
2389,Padmount,North,Ava,25,9017,2024-05-05
2390,Oil-Insulated,South,Carlos,25,11583,2024-02-17
2391,Oil-Insulated,South,Lisa,2,14998,2024-06-15
2392,Padmount,East,Carlos,17,10217,2024-06-02
2393,Oil-Insulated,East,Ava,1,14367,2024-05-28
2394,Three-Phase,East,Carlos,15,12628,2024-01-05
2395,Dry-Type,East,Mary,23,10136,2024-01-29
2396,Dry-Type,South,John,25,12570,2024-03-28
2397,Dry-Type,East,Carlos,18,10946,2024-04-17
2398,Cast Resin,West,Noah,1,8244,2024-01-24
2399,Three-Phase,South,Mary,8,7370,2024-03-22
2400,Substation,West,Lisa,8,10893,2024-05-13
2401,Three-Phase,East,Ava,25,9750,2024-01-14
2402,Switchgear,East,John,21,8109,2024-03-06
2403,Padmount,North,Ava,13,10578,2024-03-25
2404,Dry-Type,East,Noah,24,13973,2024-04-13
2405,Switchgear,South,Lisa,12,13297,2024-02-08
2406,Padmount,West,Carlos,25,14124,2024-03-18
2407,Padmount,East,Mary,25,7170,2024-06-06
2408,Substation,East,Ava,10,14342,2024-06-18
2409,Substation,East,Ava,18,10774,2024-04-10
2410,Oil-Insulated,West,Mary,1,11168,2024-02-23
2411,Substation,West,John,22,9286,2024-05-01
2412,Switchgear,North,Carlos,13,12316,2024-05-27
2413,Switchgear,East,Ava,12,10129,2024-03-23
2414,Dry-Type,North,Mary,24,12399,2024-06-28
2415,Switchgear,East,Mary,23,8544,2024-05-22
2416,Cast Resin,West,Ava,11,11213,2024-03-25
2417,Three-Phase,East,Noah,22,10544,2024-03-22
2418,Padmount,North,Mary,19,7032,2024-05-08
2419,Three-Phase,North,Ava,18,13573,2024-05-09
2420,Switchgear,East,Ava,11,12274,2024-04-12
2421,Dry-Type,West,Ava,17,10832,2024-02-08
2422,Dry-Type,East,Ava,19,11859,2024-06-10
2423,Padmount,East,Mary,7,8934,2024-03-31
2424,Dry-Type,West,Noah,10,10235,2024-06-15
2425,Substation,West,Ava,23,10175,2024-03-02
2426,Padmount,West,Carlos,8,9278,2024-02-23
2427,Oil-Insulated,West,Carlos,22,12334,2024-02-12
2428,Dry-Type,North,Mary,20,9337,2024-05-08
2429,Oil-Insulated,West,Ava,21,7620,2024-06-26
2430,Oil-Insulated,North,Mary,9,14643,2024-04-02
2431,Switchgear,East,Ava,6,9171,2024-02-11
2432,Dry-Type,West,Carlos,22,12653,2024-01-04
2433,Cast Resin,East,Ava,1,12659,2024-04-08
2434,Substation,North,Carlos,7,11533,2024-03-30
2435,Switchgear,South,Ava,8,14491,2024-03-18
2436,Dry-Type,East,John,20,14713,2024-01-17
2437,Substation,North,Ava,9,9509,2024-06-17
2438,Substation,East,Noah,12,9142,2024-06-04
2439,Oil-Insulated,East,Carlos,6,10439,2024-04-22
2440,Three-Phase,East,Lisa,15,9938,2024-01-18
2441,Three-Phase,East,Carlos,5,9932,2024-06-28
2442,Dry-Type,South,Mary,14,13679,2024-01-21
2443,Substation,West,Ava,4,12715,2024-01-19
2444,Oil-Insulated,West,Ava,17,7862,2024-01-28
2445,Substation,North,Carlos,16,14441,2024-06-26
2446,Switchgear,East,Carlos,9,9794,2024-03-22
2447,Dry-Type,East,John,7,8331,2024-05-03
2448,Substation,North,Carlos,2,12418,2024-05-15
2449,Padmount,East,Lisa,11,7341,2024-01-07
2450,Cast Resin,East,John,14,11533,2024-02-11
2451,Three-Phase,East,Noah,16,13582,2024-06-06
2452,Dry-Type,South,Lisa,1,11578,2024-01-25
2453,Switchgear,South,John,5,7138,2024-04-18
2454,Cast Resin,West,Ava,4,13052,2024-02-28
2455,Padmount,North,John,11,10491,2024-02-06
2456,Switchgear,South,Noah,22,9819,2024-01-13
2457,Substation,South,John,13,12738,2024-03-13
2458,Dry-Type,North,Lisa,5,7417,2024-03-11
2459,Padmount,East,Noah,2,13833,2024-02-11
2460,Three-Phase,West,Lisa,22,13813,2024-04-24
2461,Switchgear,South,Mary,13,12278,2024-05-07
2462,Padmount,South,John,13,8303,2024-06-23
2463,Cast Resin,East,John,9,8308,2024-06-05
2464,Cast Resin,North,John,11,9098,2024-06-04
2465,Padmount,South,John,20,10671,2024-03-31
2466,Switchgear,North,Carlos,7,7463,2024-03-05
2467,Switchgear,South,Noah,17,8076,2024-02-24
2468,Cast Resin,South,Ava,25,10383,2024-01-07
2469,Switchgear,East,Ava,15,7791,2024-05-18
2470,Padmount,East,Noah,10,8023,2024-01-18
2471,Substation,West,Noah,19,12375,2024-01-17
2472,Three-Phase,South,Carlos,1,10749,2024-03-02
2473,Substation,South,Ava,5,13822,2024-02-16
2474,Oil-Insulated,West,Lisa,10,7852,2024-02-28
2475,Three-Phase,West,Lisa,2,7559,2024-06-12
2476,Dry-Type,South,Carlos,23,13728,2024-03-15
2477,Three-Phase,South,Noah,25,12594,2024-06-06
2478,Dry-Type,South,Carlos,1,12567,2024-04-18
2479,Padmount,West,John,25,12864,2024-04-13
2480,Three-Phase,West,Carlos,19,11785,2024-03-01
2481,Switchgear,West,Mary,24,9744,2024-06-20
2482,Dry-Type,South,Lisa,10,12338,2024-01-22
2483,Switchgear,South,Mary,14,12710,2024-01-21
2484,Oil-Insulated,North,Noah,9,9294,2024-06-07
2485,Switchgear,North,Noah,11,13343,2024-03-28
2486,Dry-Type,South,Ava,5,11785,2024-06-26
2487,Substation,West,John,13,11952,2024-06-29
2488,Three-Phase,South,Carlos,25,10079,2024-04-27
2489,Dry-Type,West,John,15,9213,2024-01-15
2490,Dry-Type,East,Ava,7,9509,2024-06-13
2491,Three-Phase,South,Carlos,16,7928,2024-02-15
2492,Padmount,North,John,22,14564,2024-04-15
2493,Three-Phase,East,Lisa,10,12099,2024-04-11
2494,Switchgear,North,Mary,15,7890,2024-06-15
2495,Oil-Insulated,East,Mary,12,10588,2024-01-12
2496,Dry-Type,East,John,9,14558,2024-03-03
2497,Padmount,East,Ava,11,8928,2024-04-27
2498,Oil-Insulated,North,Mary,11,13177,2024-02-28
2499,Padmount,West,Mary,13,8786,2024-02-03
2500,Switchgear,North,Mary,17,8404,2024-06-07
2501,Switchgear,West,Lisa,17,12479,2024-03-19
2502,Padmount,West,Lisa,23,14397,2024-01-30
2503,Cast Resin,North,Noah,7,12151,2024-03-31
2504,Padmount,East,Noah,20,10421,2024-05-09
2505,Cast Resin,South,Lisa,13,13493,2024-02-18
2506,Dry-Type,East,Noah,10,11229,2024-03-08
2507,Cast Resin,West,Noah,4,9433,2024-05-09
2508,Padmount,North,Noah,22,12311,2024-01-23
2509,Substation,North,John,19,8770,2024-06-04
2510,Padmount,North,Carlos,23,8615,2024-05-20
2511,Dry-Type,West,Mary,20,7072,2024-04-17
2512,Dry-Type,North,Mary,17,14121,2024-02-19
2513,Oil-Insulated,South,Noah,2,13075,2024-06-08
2514,Substation,East,Noah,9,12272,2024-03-03
2515,Three-Phase,West,Carlos,5,13185,2024-04-05
2516,Three-Phase,East,Ava,1,12679,2024-06-16
2517,Dry-Type,East,Lisa,11,14739,2024-01-30
2518,Padmount,West,Mary,24,14096,2024-05-31
2519,Oil-Insulated,North,Carlos,20,11779,2024-01-29
2520,Oil-Insulated,South,Ava,24,12163,2024-06-02
2521,Cast Resin,North,Ava,25,14727,2024-04-29
2522,Padmount,West,Lisa,25,9868,2024-02-24
2523,Substation,North,Carlos,14,10939,2024-02-06
2524,Dry-Type,North,Mary,4,13946,2024-02-05
2525,Cast Resin,North,Mary,25,12593,2024-05-18
2526,Switchgear,North,Ava,15,8884,2024-03-13
2527,Oil-Insulated,North,Lisa,17,7082,2024-05-31
2528,Oil-Insulated,East,Noah,16,8967,2024-05-16
2529,Substation,West,Noah,4,13258,2024-02-21
2530,Substation,East,Carlos,17,9471,2024-01-23
2531,Dry-Type,West,Noah,3,9351,2024-06-25
2532,Switchgear,East,Ava,8,8968,2024-02-10
2533,Cast Resin,West,John,19,13920,2024-04-27
2534,Three-Phase,South,Ava,2,14485,2024-05-03
2535,Padmount,West,Carlos,21,14989,2024-05-03
2536,Switchgear,East,Carlos,19,14934,2024-02-06
2537,Substation,North,Carlos,5,7169,2024-02-01
2538,Substation,South,Lisa,19,13590,2024-06-26
2539,Oil-Insulated,West,Lisa,13,12626,2024-05-26
2540,Cast Resin,East,Ava,7,13142,2024-04-21
2541,Switchgear,North,John,15,8397,2024-01-29
2542,Padmount,South,John,15,7309,2024-05-26
2543,Padmount,West,Mary,21,11792,2024-03-23
2544,Substation,South,John,10,12705,2024-04-18
2545,Substation,South,Carlos,13,14568,2024-01-21
2546,Switchgear,West,Carlos,21,9474,2024-01-05
2547,Substation,East,Lisa,24,9707,2024-06-16
2548,Padmount,East,Noah,12,12022,2024-03-01
2549,Padmount,South,John,24,10726,2024-02-28
2550,Oil-Insulated,East,Mary,25,10741,2024-02-18
2551,Three-Phase,East,Ava,21,11239,2024-01-15
2552,Substation,West,John,7,14371,2024-06-10
2553,Dry-Type,East,Ava,24,8720,2024-04-21
2554,Cast Resin,West,Noah,6,13306,2024-05-05
2555,Padmount,West,Noah,25,8353,2024-03-07
2556,Dry-Type,East,Carlos,3,12585,2024-06-20
2557,Padmount,East,Noah,25,13092,2024-01-12
2558,Cast Resin,East,Lisa,7,12017,2024-05-16
2559,Oil-Insulated,West,Lisa,6,13934,2024-04-03
2560,Dry-Type,West,Lisa,24,14410,2024-06-10
2561,Three-Phase,West,Carlos,22,13817,2024-01-12
2562,Cast Resin,East,Mary,6,12832,2024-06-12
